popularity,budget,revenue,original_title,runtime,vote_average,genre
1.054819,15000000.0,32002538.0,In Bruges,107.0,7.3,Comedy
1.043504,55000000.0,113020255.0,Changeling,141.0,7.1,Crime
1.019335,90000000.0,162839667.0,The Spiderwick Chronicles,95.0,6.2,Adventure
1.01377,12000000.0,43493123.0,Harold & Kumar Escape from Guantanamo Bay,107.0,6.0,Comedy
0.95684,20000000.0,65569869.0,Street Kings,109.0,6.2,Action
0.951793,9000000.0,32973937.0,Nick and Norah's Infinite Playlist,89.0,6.4,Comedy
0.943042,80000000.0,163733697.0,Four Christmases,88.0,5.3,Comedy
0.938555,7000000.0,8900000.0,Stargate: The Ark of Truth,97.0,6.8,Adventure
0.931752,25000000.0,70442940.0,The House Bunny,97.0,5.6,Romance
0.900342,8500000.0,68282844.0,Star Wars: The Clone Wars,98.0,6.0,Thriller
0.892309,10800000.0,113857533.0,Saw V,92.0,5.9,Horror
0.885215,62000000.0,41819064.0,The Love Guru,87.0,4.5,Comedy
0.879116,120000000.0,93945766.0,Speed Racer,135.0,5.6,Family
0.866771,15000000.0,96408652.0,Vicky Cristina Barcelona,96.0,6.7,Drama
0.865104999999999,85000000.0,297138014.0,Horton Hears a Who!,88.0,6.2,Animation
0.826564,55000000.0,127906624.0,The Forbidden Kingdom,104.0,6.2,Action
0.822759,60000000.0,73174566.0,Righteous Kill,101.0,5.8,Action
0.802785,15000000.0,5926410.0,Transsiberian,111.0,6.3,Thriller
0.798582,22000000.0,23530831.0,Traitor,114.0,6.2,Drama
0.787623,90000000.0,201596308.0,You Don't Mess With the Zohan,113.0,5.6,Comedy
0.785951,32000000.0,51155219.0,Defiance,137.0,6.6,Action
0.774511,35000000.0,32483410.0,Untraceable,101.0,5.8,Drama
0.764367,9000000.0,82391145.0,The Strangers,90.0,5.9,Thriller
0.759672999999999,20000000.0,54586584.0,Milk,128.0,7.1,History
0.749838,50000000.0,7033683.0,Outlander,115.0,6.0,Fantasy
0.748854,30000000.0,68369434.0,The X Files: I Want to Believe,104.0,5.4,Drama
0.743689,20000000.0,50907234.0,Doubt,104.0,6.7,Drama
0.721663,55000000.0,17869048.0,City of Ember,90.0,6.1,Adventure
0.720175,40000000.0,84601681.0,Made of Honor,101.0,5.8,Comedy
0.715969,25000000.0,17741298.0,Deception,107.0,5.8,Drama
0.714882,18000000.0,25739015.0,RockNRolla,114.0,6.8,Action
0.709809,12000000.0,56309766.0,The Eye,98.0,5.6,Drama
0.702302,13000000.0,14894347.0,Elegy,112.0,6.3,Drama
0.696406,45000000.0,42487390.0,Bangkok Dangerous,99.0,5.0,Action
0.68675,30000000.0,84646831.0,Meet the Spartans,84.0,4.0,Comedy
0.68078,25000000.0,11207130.0,Stop-Loss,113.0,6.1,Drama
0.666414,25000000.0,19844979.0,Blindness,121.0,6.3,Drama
0.66173,60000000.0,39031337.0,The Spirit,103.0,4.6,Action
0.651467,11500000.0,186702.0,Nothing But the Truth,108.0,6.1,Drama
0.646243999999999,20000000.0,20211394.0,Appaloosa,115.0,6.2,Drama
0.645064,18000000.0,382174.0,The Informers,98.0,4.3,Action
0.642656,60000000.0,163403799.0,The Happening,91.0,4.8,Thriller
0.634961,30000000.0,22211426.0,Doomsday,105.0,5.8,Action
0.634256,12000000.0,7070330.0,The Secret of Moonacre,103.0,5.7,Adventure
0.630893,2000000.0,11125849.0,Vals Im Bashir,90.0,7.7,Drama
0.620489,65000000.0,415252786.0,Sex and the City,145.0,6.1,Comedy
0.615524,15000000.0,8762890.0,The Rocker,102.0,5.4,Comedy
0.6067,60000000.0,50877145.0,The Tale of Despereaux,100.0,5.7,Animation
0.598695,35000000.0,25871834.0,Superhero Movie,85.0,4.9,Action
0.595488,11000000.0,38105395.0,The Secret Life of Bees,114.0,7.2,Adventure
0.593722,15000000.0,1143856.0,The Other Man,90.0,5.1,Drama
0.589940999999999,20000000.0,149281606.0,Beverly Hills Chihuahua,91.0,5.1,Adventure
0.579469999999999,35000000.0,75225693.0,Revolutionary Road,119.0,6.5,Drama
0.576989,5000000.0,16174377.0,Sunshine Cleaning,102.0,6.2,Comedy
0.531905,8500000.0,8936663.0,Ong Bak 2,98.0,6.2,Adventure
0.527397999999999,30000000.0,31148328.0,Pride and Glory,130.0,6.3,Thriller
0.518011,6000000.0,69497.0,"Surfer, Dude",85.0,5.0,Comedy
0.517412,30000000.0,63833449.0,Baby Mama,99.0,5.8,Comedy
0.513438,7000000.0,6230276.0,College,94.0,4.8,Comedy
0.505290999999999,20000000.0,13204291.0,Brideshead Revisited,133.0,6.0,Drama
0.499165,20000000.0,5530764.0,The Brothers Bloom,114.0,6.8,Adventure
0.498026,60000000.0,50650079.0,Meet Dave,90.0,5.1,Comedy
0.481188,12000000.0,40855419.0,Quarantine,89.0,5.3,Horror
0.480116,3500000.0,5231128.0,Justice League: The New Frontier,75.0,6.3,Action
0.45518,12000000.0,3148182.0,Two Lovers,110.0,6.5,Drama
0.453602,25000000.0,2000000.0,Passengers,93.0,5.5,Drama
0.451304,27000000.0,44352417.0,The Sisterhood of the Traveling Pants 2,117.0,6.0,Adventure
0.450911,40000000.0,9793496.0,The Express,130.0,7.1,Drama
0.436441,3500000.0,1115493.0,Surveillance,97.0,6.0,Thriller
0.436406,16000000.0,50007546.0,The Women,114.0,4.6,Comedy
0.432911,10000000.0,22896728.0,Gong fu guan lan,100.0,5.1,Action
0.427022999999999,2000000.0,38135878.0,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,123.0,6.7,Action
0.421518,37000000.0,63800345.0,Space Chimps,81.0,5.1,Animation
0.417779,20000000.0,27640028.0,Lakeview Terrace,110.0,5.8,Drama
0.389554,8376800.0,13000000.0,Jodhaa Akbar,213.0,7.8,Action
0.382852,3000000.0,3830137.0,Choke,92.0,6.1,Comedy
0.374034,5000000.0,1296184.0,"War, Inc.",106.0,5.5,Action
0.371517,6000000.0,2899975.0,The Wackness,99.0,6.3,Drama
0.368391,25000000.0,6673422.0,What Just Happened,104.0,5.1,Comedy
0.345926,11500000.0,69564.0,Assassination of a High School President,93.0,6.2,Comedy
0.812489,25000000.0,14109284.0,Disaster Movie,87.0,3.3,Action
0.359217,45000000.0,9323833.0,Miracle at St. Anna,160.0,6.3,Thriller
0.335116,20000000.0,36620508.0,My Best Friend's Girl,101.0,5.3,Comedy
0.333395,19000000.0,23550000.0,Paris,130.0,6.3,Drama
0.326352,15000000.0,3533227.0,The Midnight Meat Train,98.0,5.7,Mystery
0.32288,8000000.0,2033165.0,Mutant Chronicles,111.0,5.1,Action
0.308655,21000000.0,17600000.0,Swing Vote,120.0,5.7,Drama
0.282905,25100000.0,29506464.0,W.,131.0,5.6,Drama
0.280555,500000.0,33456317.0,Fireproof,122.0,7.5,Drama
0.278543,7000000.0,10569964.0,Smart People,95.0,5.5,Comedy
0.768409,37000000.0,100076342.0,Nim's Island,96.0,5.5,Adventure
0.259988,25000000.0,30000000.0,Igor,87.0,5.4,Animation
0.659884,27000000.0,17286299.0,How to Lose Friends & Alienate People,110.0,6.0,Comedy
0.239048,4000000.0,530048.0,Oorlogswinter,103.0,6.8,Drama
0.234772,6000000.0,391410.0,While She Was Out,108.0,4.7,Action
0.224471,35000000.0,43650785.0,Welcome Home Roscoe Jenkins,114.0,6.1,Comedy
0.21503,9100000.0,76000000.0,Ghajini,183.0,6.9,Action
0.352054,200000.0,3.0,Dr. Horrible's Sing-Along Blog,42.0,7.7,Adventure
0.193779,2300000.0,11100000.0,Jaane Tu... Ya Jaane Na,155.0,6.4,Drama
0.168979,5000000.0,4040588.0,Bottle Shock,110.0,6.4,Comedy
0.281186,6000000.0,1300000.0,Julia,138.0,7.1,Drama
0.147656999999999,4180000.0,11000000.0,Kismat Konnection,153.0,5.8,Drama
0.086287,2500000.0,107559.0,Sleep Dealer,90.0,5.8,Drama
0.127309999999999,15000000.0,317000.0,The Yellow Handkerchief,102.0,6.6,Drama
0.101795,11000000.0,15500000.0,It's Alive,80.0,4.2,Horror
0.021371,3500000.0,7700000.0,Expelled: No Intelligence Allowed,90.0,4.5,Documentary
7.95922799999999,140000000.0,370569774.0,Captain America: The First Avenger,124.0,6.5,Action
5.903353,15000000.0,76175166.0,Drive,100.0,7.3,Drama
5.711315,125000000.0,1327817822.0,Harry Potter and the Deathly Hallows: Part 2,130.0,7.7,Adventure
4.95513,380000000.0,1021683000.0,Pirates of the Caribbean: On Stranger Tides,136.0,6.3,Adventure
4.50453,93000000.0,482860185.0,Rise of the Planet of the Apes,105.0,6.9,Thriller
4.12352,150000000.0,444115007.0,Thor,115.0,6.5,Adventure
3.596188,40000000.0,173930596.0,In Time,109.0,6.6,Action
3.355611,50000000.0,28931401.0,Drive Angry,105.0,5.3,Fantasy
3.186679,40000000.0,51070807.0,The Mechanic,93.0,6.3,Action
2.994474,32000000.0,147332697.0,Source Code,93.0,7.0,Thriller
2.95274,145000000.0,694713380.0,Mission: Impossible - Ghost Protocol,133.0,6.7,Action
2.924415,50000000.0,142851197.0,"Crazy, Stupid, Love.",118.0,6.9,Comedy
2.776061,90000000.0,232617430.0,The Girl with the Dragon Tattoo,158.0,7.1,Thriller
2.754426,27000000.0,161849455.0,Limitless,105.0,7.0,Thriller
2.726573,150000000.0,665692281.0,Kung Fu Panda 2,91.0,6.6,Animation
2.690458,80000000.0,214918407.0,Just Go With It,117.0,6.3,Romance
2.686643,35000000.0,117000000.0,Horrible Bosses,98.0,6.4,Comedy
2.657014,110000000.0,299268508.0,Real Steel,127.0,6.5,Action
2.633754,35000000.0,150483765.0,Friends with Benefits,109.0,6.5,Comedy
2.604249,20000000.0,216197492.0,Bad Teacher,92.0,5.4,Comedy
2.579776,125000000.0,334615000.0,Sherlock Holmes: A Game of Shadows,129.0,6.9,Adventure
2.454226,200000000.0,559852396.0,Cars 2,106.0,5.8,Animation
2.419805,200000000.0,219851172.0,Green Lantern,114.0,5.1,Adventure
2.411533,80000000.0,254455986.0,The Hangover Part II,102.0,6.1,Comedy
2.252505,25000000.0,147780440.0,No Strings Attached,108.0,6.1,Comedy
2.2343,130000000.0,371940071.0,The Adventures of Tintin,107.0,6.6,Adventure
2.208685,32500000.0,288383523.0,Bridesmaids,125.0,6.5,Romance
2.164361,36000000.0,83160734.0,Hall Pass,105.0,5.4,Comedy
2.026717,50000000.0,260095987.0,Super 8,112.0,6.6,Thriller
1.972826,82000000.0,89792502.0,Sucker Punch,110.0,5.9,Action
1.934043,42000000.0,89162162.0,Red Riding Hood,100.0,5.5,Thriller
1.888096,110000000.0,712171856.0,The Twilight Saga: Breaking Dawn - Part 1,117.0,5.8,Adventure
1.885979,6500000.0,17693675.0,Shame,100.0,6.9,Drama
1.825552,55000000.0,187361754.0,Mr. Popper's Penguins,94.0,5.7,Comedy
1.821261,32000000.0,54674226.0,The Tree of Life,139.0,6.5,Drama
1.794214,50000000.0,144492830.0,I Am Number Four,109.0,6.0,Action
1.710793,90000000.0,484635760.0,Rio,96.0,6.5,Animation
1.644472,15000000.0,133432856.0,The Artist,100.0,7.2,Drama
1.64314,80000000.0,169852759.0,Zookeeper,102.0,5.4,Comedy
1.640256,163000000.0,174822325.0,Cowboys & Aliens,119.0,5.4,Action
1.592819,66000000.0,177584879.0,War Horse,146.0,6.9,Drama
1.531633,8000000.0,39187783.0,50/50,100.0,6.8,Comedy
1.499109,135000000.0,245724603.0,Rango,107.0,6.5,Animation
1.493933,52000000.0,75450437.0,The Change-Up,112.0,5.9,Comedy
1.488615,170000000.0,185770160.0,Hugo,126.0,6.8,Adventure
1.482692,40000000.0,85412898.0,The Lincoln Lawyer,119.0,6.9,Crime
1.481016,57000000.0,149217355.0,Ghost Rider: Spirit of Vengeance,95.0,4.7,Action
1.470363,15000000.0,59389433.0,One Day,107.0,6.9,Drama
1.46909,66000000.0,57777106.0,Killer Elite,116.0,6.0,Action
1.465299,37000000.0,96047633.0,The Rite,114.0,5.7,Drama
1.425344,30000000.0,14460000.0,Winnie the Pooh,63.0,6.8,Animation
1.407986,75000000.0,132274484.0,The Three Musketeers,110.0,5.5,Adventure
1.388994,8000000.0,1749457.0,Chalet Girl,96.0,6.2,Comedy
1.367727,30000000.0,151119219.0,Midnight in Paris,94.0,7.2,Fantasy
1.344998,60000000.0,78309131.0,Priest,87.0,5.3,Action
1.285106,12000000.0,22939027.0,Young Adult,94.0,5.2,Comedy
1.246852,25000000.0,23057115.0,Warrior,140.0,7.6,Action
1.246595,35000000.0,82087155.0,Abduction,106.0,5.5,Thriller
1.246283,30000000.0,130786397.0,Unknown,113.0,6.4,Action
1.241191,50200000.0,127869379.0,The Adjustment Bureau,106.0,6.4,Thriller
1.240414,75000000.0,226904017.0,Immortals,110.0,5.6,Fantasy
1.22871,250000.0,3542353.0,Like Crazy,90.0,6.4,Drama
1.21550499999999,30000000.0,36160375.0,Larry Crowne,98.0,5.6,Comedy
1.21340499999999,40000000.0,97552050.0,Paul,104.0,6.4,Adventure
1.205338,40000000.0,60965854.0,Colombiana,108.0,6.5,Action
1.19533,70000000.0,202466756.0,Battle: Los Angeles,116.0,5.5,Action
1.176723,47000000.0,157887643.0,Final Destination 5,92.0,5.9,Horror
1.128994,30000000.0,2527904.0,Machine Gun Preacher,129.0,6.4,Action
1.123666,79000000.0,149673788.0,Jack and Jill,91.0,4.2,Comedy
1.120851,20000000.0,30426096.0,What's Your Number?,106.0,6.2,Comedy
1.11981,40000000.0,88100000.0,Season of the Witch,95.0,5.2,Adventure
1.116674,6400000.0,35057696.0,My Week with Marilyn,99.0,6.7,Drama
1.111078,50000000.0,120081841.0,We Bought a Zoo,124.0,6.4,Drama
1.107689,30000000.0,64626786.0,The Darkest Hour,89.0,4.7,Horror
1.105855,25000000.0,124272124.0,The Help,146.0,7.6,Drama
1.102011,25000000.0,77278331.0,The Grey,117.0,6.3,Action
1.081676,50000000.0,110206216.0,Moneyball,133.0,6.9,Drama
1.079441,7000000.0,6038942.0,We Need to Talk About Kevin,112.0,7.3,Drama
1.074793,16000000.0,40492759.0,The Roommate,91.0,5.5,Thriller
1.071695,130000000.0,554987477.0,Puss in Boots,90.0,6.9,Action
1.058342,120000000.0,227817248.0,The Green Hornet,119.0,5.4,Action
1.055533,35000000.0,59901913.0,Something Borrowed,112.0,6.0,Comedy
1.054256,90000000.0,48795021.0,Conan the Barbarian,113.0,5.2,Adventure
1.048895,45000000.0,160078586.0,Johnny English Reborn,101.0,6.0,Crime
1.045866,60000000.0,135458097.0,Contagion,106.0,6.1,Drama
1.038162,41000000.0,7448385.0,The Big Year,100.0,5.4,Comedy
1.029084,17000000.0,43165571.0,Beastly,86.0,6.0,Drama
1.024786,19000000.0,35387212.0,A Very Harold & Kumar Christmas,108.0,6.0,Comedy
1.013771,35000000.0,28128670.0,The Thing,103.0,6.0,Horror
1.013101,75000000.0,152930623.0,Tower Heist,104.0,5.8,Action
1.011185,56000000.0,142044638.0,New Year's Eve,118.0,5.6,Comedy
1.004841,49900000.0,26121638.0,Your Highness,102.0,5.1,Adventure
0.941604,5000000.0,25562924.0,Apollo 18,86.0,4.9,Horror
0.93488,17000000.0,24922237.0,Fright Night,106.0,6.1,Horror
0.93092,130000000.0,150406466.0,Happy Feet Two,100.0,5.8,Music
0.929466,40000000.0,97138686.0,Scream 4,111.0,6.0,Horror
0.921653,150000000.0,38992758.0,Mars Needs Moms,88.0,5.5,Adventure
0.91973,14350531.0,3964682.0,Attack the Block,88.0,6.4,Action
0.917718,21000000.0,72417394.0,Diary of a Wimpy Kid: Rodrick Rules,99.0,6.4,Family
0.907952,40000000.0,55247881.0,Extremely Loud & Incredibly Close,129.0,7.0,Drama
0.904531,75000000.0,342695435.0,Alvin and the Chipmunks: Chipwrecked,87.0,5.5,Comedy
0.903312,21000000.0,970816.0,The Beaver,91.0,6.0,Drama
0.897265,25000000.0,10324441.0,Straw Dogs,110.0,5.3,Thriller
0.895829,10000000.0,136836156.0,The Best Exotic Marigold Hotel,124.0,6.8,Drama
0.879003,110000000.0,563749323.0,The Smurfs,103.0,5.5,Animation
0.863804,30000000.0,63782078.0,Hanna,111.0,6.5,Action
0.852907,12468389.0,29007412.0,A Few Best Men,97.0,5.7,Comedy
0.846187999999999,5000000.0,3142154.0,Flypaper,87.0,6.1,Mystery
0.846125,3500000.0,19504039.0,Margin Call,107.0,6.6,Thriller
0.827785,36000000.0,189712432.0,Gnomeo & Juliet,84.0,5.7,Animation
0.815155,15774948.0,741875.0,Blitz,97.0,6.0,Crime
0.808335999999999,20000000.0,177243185.0,The Descendants,115.0,6.6,Comedy
0.806735,63000000.0,183953723.0,Hop,95.0,5.4,Animation
0.806361,45000000.0,24000000.0,The Rum Diary,120.0,5.5,Drama
0.802769,6000000.0,19560274.0,The Guard,96.0,6.6,Action
0.80048,10000000.0,17273593.0,Our Idiot Brother,90.0,5.7,Comedy
0.786615,10000000.0,610986.0,The Ledge,101.0,5.7,Drama
0.785489,24000000.0,63543328.0,Footloose,113.0,6.5,Drama
0.780318,36000000.0,9612469.0,Trespass,91.0,5.3,Crime
0.779648,25000000.0,27603069.0,Carnage,80.0,6.9,Comedy
0.779536,100000.0,1776935.0,Another Earth,92.0,6.8,Drama
0.771868,12500000.0,75993061.0,The Ides of March,101.0,6.4,Drama
0.760502999999999,195000000.0,1123746996.0,Transformers: Dark of the Moon,154.0,6.1,Action
0.760193,5000000.0,205703818.0,Paranormal Activity 3,83.0,6.0,Horror
0.747362,70000000.0,67112664.0,The Dilemma,111.0,5.2,Comedy
0.734516,19000000.0,6928068.0,Take Me Home Tonight,97.0,6.3,Comedy
0.70252,4000000.0,25345000.0,A Lonely Place to Die,99.0,6.1,Adventure
0.699052,45000000.0,165184237.0,The Muppets,103.0,6.4,Comedy
0.688697,27000000.0,85564310.0,Spy Kids: All the Time in the World,89.0,4.5,Family
0.687144,9500000.0,120000.0,Trust,104.0,6.5,Crime
0.666454,17000000.0,12355798.0,Seeking Justice,105.0,5.9,Action
0.661177999999999,40000000.0,45735397.0,Arthur,110.0,5.3,Comedy
0.658095,25000000.0,27122040.0,The Eagle,114.0,5.9,Adventure
0.656612,25000000.0,34942188.0,The Sitter,81.0,5.4,Comedy
0.644722999999999,2000000.0,42070.0,Rundskop,124.0,7.5,Crime
0.626306,15000000.0,868439.0,W.E.,119.0,5.8,Drama
0.604152,750000.0,78396.0,The Innkeepers,102.0,5.2,Horror
0.601594,8000000.0,163265.0,Restless,91.0,6.3,Drama
0.597001,7700000.0,1072602.0,Coriolanus,123.0,5.7,Drama
0.588821,35000000.0,84606030.0,J. Edgar,137.0,5.8,Drama
0.587044999999999,30000000.0,108609310.0,Sanctum,108.0,5.7,Action
0.58425,24000000.0,30551495.0,I Don't Know How She Does It,89.0,5.2,Comedy
0.580693999999999,15000000.0,27462041.0,A Dangerous Method,99.0,5.9,Drama
0.578282,18000000.0,47088990.0,Soul Surfer,106.0,6.9,Action
0.570978,28000000.0,40547440.0,30 Minutes or Less,83.0,5.5,Action
0.570634,4798235.0,209696.0,The Awakening,107.0,6.2,Drama
0.566856,30000000.0,13521829.0,Hoodwinked Too! Hood VS. Evil,86.0,4.9,Comedy
0.539108,20000000.0,17479.0,5 Days of War,113.0,5.9,War
0.530139,38000000.0,114156230.0,Water for Elephants,120.0,6.7,Drama
0.528255,50000000.0,38502340.0,Dream House,92.0,5.9,Drama
0.524684,10000000.0,1759252.0,A Better Life,98.0,6.6,Drama
0.52043,1.0,1378.0,"Love, Wedding, Marriage",90.0,5.3,Comedy
0.512775,12000000.0,972512.0,Rampart,108.0,5.2,Crime
0.509532,5000000.0,3099314.0,Take Shelter,120.0,6.9,Thriller
0.506031,8000000.0,10130000.0,Prom,104.0,5.8,Comedy
0.49518,4317946.0,14624826.0,Pina,106.0,7.2,Documentary
0.487945,1000000.0,34522221.0,Courageous,129.0,6.7,Drama
0.484734,40000000.0,5446000.0,Black Gold,130.0,5.6,Adventure
0.482368,10000000.0,3665069.0,Killer Joe,102.0,6.3,Drama
0.475663,32000000.0,83615414.0,"Big Mommas: Like Father, Like Son",107.0,5.4,Crime
0.46351,93.0,2500000.0,From Prada to Nada,107.0,5.2,Comedy
0.455555,37000000.0,95404397.0,Dolphin Tale,113.0,6.6,Drama
0.44615,29000000.0,33662874.0,Xin shao lin si,131.0,6.4,Action
0.436803,125000000.0,626137675.0,Fast Five,130.0,7.1,Action
0.434506,2500000.0,3358.0,Nuit Blanche,98.0,5.9,Action
0.43132,10000000.0,303877.0,In the Land of Blood and Honey,127.0,6.6,Drama
0.429826,4000000.0,355688.0,Another Happy Day,119.0,6.1,Comedy
0.423412,6600000.0,37710610.0,Jumping the Broom,112.0,6.3,Comedy
0.419201,2000000.0,13101672.0,Silent House,85.0,5.2,Horror
0.414629,8000000.0,100915.0,Wuthering Heights,129.0,5.6,Drama
0.524527,125000.0,3200000.0,Your Sister's Sister,90.0,6.3,Drama
0.410616,20000000.0,17425000.0,Monte Carlo,109.0,5.9,Adventure
0.410207,10831173.0,10654385.0,Win Win,106.0,6.8,Drama
0.395082,14000000.0,46495.0,Margaret,149.0,5.9,Drama
0.381174,17000000.0,3696232.0,The Double,98.0,5.9,Drama
0.372627,930000.0,30905.0,L!fe Happens,100.0,5.2,Comedy
0.37054,13000000.0,114956699.0,The Iron Lady,105.0,6.2,History
0.548602,4000000.0,1104682.0,Red State,88.0,5.8,Horror
0.363036,19100000.0,5728213.0,The Devil's Double,109.0,6.3,Drama
0.352084,4000000.0,253899.0,The Music Never Stopped,105.0,7.3,Drama
0.339565,28000000.0,10126458.0,Shark Night,91.0,5.1,Horror
0.567753,3000000.0,672648.0,Hobo with a Shotgun,86.0,5.8,Action
0.334274,25000000.0,53213633.0,Madea's Big Happy Family,106.0,6.9,Comedy
0.318142,15000000.0,4627375.0,Atlas Shrugged Part I,97.0,4.8,Drama
0.307661,25000000.0,11790979.0,This Must Be the Place,118.0,6.3,Drama
0.283696,8000000.0,5634828.0,Albert Nobbs,113.0,6.1,Drama
0.263908,134005.0,1332231.0,Snow Flower and the Secret Fan,104.0,4.4,History
0.244803,6000000.0,5206.0,The Good Doctor,93.0,4.8,Drama
0.243777,8000.0,469947.0,Weekend,96.0,7.4,Drama
0.198863,500000.0,171760.0,Kill List,95.0,5.9,Horror
0.226575,13000000.0,98441954.0,Justin Bieber: Never Say Never,105.0,5.3,Documentary
0.195283,17000.0,101236.0,Bellflower,106.0,6.7,Action
0.193681,10000000.0,4417580.0,"Jeff, Who Lives at Home",83.0,5.9,Drama
0.189663,3000000.0,22000.0,The Divide,112.0,5.6,Science Fiction
0.181427,45202.0,225861.0,Life in a Day,95.0,7.3,Documentary
0.164515,160000000.0,344420111.0,X-Men: First Class,132.0,7.0,Action
0.331313,250000.0,1000000.0,Louis C.K.: Live at the Beacon Theater,62.0,7.9,Comedy
0.135239,9000000.0,18663238.0,Glee: The Concert Movie,84.0,6.3,Documentary
0.098896,20.0,15.0,William & Kate,83.0,5.9,Drama
8.095275,79000000.0,926287400.0,The Lord of the Rings: The Two Towers,179.0,7.8,Adventure
6.012584,100000000.0,876688482.0,Harry Potter and the Chamber of Secrets,161.0,7.2,Adventure
4.46751299999999,59000000.0,383257136.0,Ice Age,81.0,6.9,Animation
3.628943,60000000.0,214034224.0,The Bourne Identity,119.0,7.1,Action
3.326646,33000000.0,102441078.0,Resident Evil,100.0,6.3,Horror
3.241129,139000000.0,821708551.0,Spider-Man,121.0,6.6,Fantasy
3.128314,120000000.0,649398328.0,Star Wars: Episode II - Attack of the Clones,142.0,6.4,Adventure
2.973115,52000000.0,352114312.0,Catch Me If You Can,141.0,7.6,Drama
2.388226,140000000.0,441818803.0,Men in Black II,88.0,5.9,Action
2.364204,35000000.0,120072577.0,The Pianist,150.0,7.9,Drama
2.103595,102000000.0,358372926.0,Minority Report,145.0,6.9,Action
2.095296,80000000.0,145771527.0,Lilo & Stitch,85.0,6.9,Animation
1.955546,21000000.0,43928932.0,The Transporter,92.0,6.5,Action
1.936728,70000000.0,277448382.0,xXx,124.0,5.7,Action
1.936492,140000000.0,109578115.0,Treasure Planet,95.0,7.0,Adventure
1.846196,140000000.0,431971116.0,Die Another Day,133.0,5.8,Adventure
1.839408,5000000.0,82719885.0,28 Days Later...,113.0,6.9,Horror
1.809883,55000000.0,154906693.0,Maid in Manhattan,105.0,5.7,Comedy
1.778527,54000000.0,155010032.0,Blade II,117.0,6.1,Science Fiction
1.75153,100000000.0,193772504.0,Gangs of New York,167.0,6.9,Drama
1.694723,48000000.0,196397415.0,Panic Room,112.0,6.4,Crime
1.594587,120000000.0,169956806.0,Stuart Little 2,78.0,5.4,Family
1.568528,5000000.0,38275483.0,National Lampoonâ€™s Van Wilder,92.0,5.9,Comedy
1.558805,41000000.0,215000000.0,8 Mile,110.0,6.7,Drama
1.525009,50000000.0,171269535.0,Mr. Deeds,96.0,5.7,Comedy
1.496493,3500159.0,76578641.0,Bend It Like Beckham,112.0,6.0,Comedy
1.486895,60000000.0,93354918.0,Two Weeks Notice,101.0,5.8,Romance
1.381699,72000000.0,408247917.0,Signs,106.0,6.3,Drama
1.359987,48000000.0,249348933.0,The Ring,115.0,6.4,Horror
1.297822,11000000.0,41227069.0,A Walk to Remember,101.0,7.3,Drama
1.271588,5000000.0,368744044.0,My Big Fat Greek Wedding,95.0,6.1,Comedy
1.263507,27000000.0,129000000.0,About a Boy,101.0,6.4,Drama
1.216798,85000000.0,78382433.0,Collateral Damage,108.0,5.5,Action
1.20464,13000000.0,97837138.0,Phone Booth,81.0,6.5,Thriller
1.204615,60000000.0,67312826.0,Star Trek: Nemesis,117.0,6.1,Science Fiction
1.191235,20000000.0,5359645.0,Equilibrium,107.0,6.9,Action
1.182695,8000000.0,16856124.0,The Good Girl,93.0,5.8,Drama
1.17681,25000000.0,108846072.0,The Hours,114.0,6.7,Drama
1.165599,80000000.0,181001478.0,Road to Perdition,117.0,7.1,Thriller
1.15929,63000000.0,296633907.0,Austin Powers in Goldmember,94.0,5.9,Science Fiction
1.118663,65000000.0,172855065.0,The Santa Clause 2,104.0,5.4,Fantasy
1.11148799999999,46000000.0,113714830.0,Insomnia,118.0,6.6,Crime
1.090465,35000000.0,68349884.0,Ghost Ship,91.0,5.2,Horror
1.06440499999999,84000000.0,275650703.0,Scooby-Doo,88.0,5.3,Mystery
1.04058799999999,80000000.0,122563539.0,Spirit: Stallion of the Cimarron,83.0,7.1,Western
1.039674,55000000.0,6416302.0,D-Tox,96.0,5.8,Action
1.025158,60000000.0,165333180.0,The Scorpion King,92.0,5.2,Action
1.011362,70000000.0,33561137.0,I Spy,97.0,5.2,Action
1.005772,4000000.0,35564473.0,Bowling for Columbine,120.0,7.2,Documentary
1.005627,15000000.0,13060843.0,25th Hour,135.0,6.9,Crime
0.9858,1300000.0,447741.0,Ken Park,97.0,5.4,Drama
0.958182,68.0,193.0,The Sum of All Fears,124.0,5.7,Thriller
0.936666,75000000.0,114660784.0,We Were Soldiers,138.0,6.5,Action
0.925495,5000000.0,64282312.0,Jackass: The Movie,87.0,6.2,Comedy
0.91537,12000000.0,56298474.0,Frida,123.0,7.3,Drama
0.90146,50000000.0,56714147.0,Murder by Numbers,120.0,6.1,Crime
0.898884,19000000.0,32801173.0,Adaptation.,114.0,7.2,Comedy
0.895022999999999,30000000.0,180622424.0,Sweet Home Alabama,108.0,6.0,Comedy
0.880807,12000000.0,75781642.0,Barbershop,102.0,6.2,Comedy
0.8757,15000000.0,9237470.0,Dark Blue,118.0,6.7,Action
0.875246999999999,80000000.0,123729176.0,The Time Machine,96.0,5.6,Science Fiction
0.872571999999999,20000000.0,12398628.0,Undisputed,96.0,6.3,Action
0.821206,43000000.0,68696770.0,The Sweetest Thing,84.0,5.4,Romance
0.784565,115000000.0,77628265.0,Windtalkers,134.0,5.9,Drama
